"text","quotes","is.retweet","external.link","pictures","videos","gifs","multimedial_content","user.image","user.bio","user.website","user.tweets","user.following","user.media","engagement.rate","n_hashtags"
"✉Email: reservas@hillaryresort.com⁣ 🖥Web: https://bit.ly/3snh3AV⁣ ☎Teléfono: 073700260⁣ 📲Whatsapp: 099 106 4302⁣ ⁣ #HillaryResort #cena #nochebuena #buffet #HappyNewYear #familia #momentos #food #celebracion #karaoke #party #nochebuena",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10448,161,8179,-7.07654823554626,12
"Come out for Supper or a Drink at @restopalme. Music by @djblaster.  . #Restaurant #RestoPalme #Food #Drinks #djblaster #montreal #likeforlikes #music #blogpost #instadaily #insta #instablog #marketing #likes #followme #wwwdjblastercom #Dj #Yuuuuuuuuuup 👑",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,99219,737,24092,-5.60304090485467,18
"#cooking #food #design",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,240,3217,123,-5.72521775537627,3
"Maple Roasted Pepper Hummus  https://www.instagram.com/p/CIyYXKpHFi4/?hl=en&img_index=1 #hummus #chickpeas #mapleroastedpeppers #tahini #lemonjuice #oliveoil #foodphotography #foodie #food #vegan #veganfood #plantbased #plantbaseddiet #glutenfree #Memories #December2020 #December14 #WhatsCooking 🍽️",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,15665,6204,2965,-6.94215670569947,18
"Health Canada’s Supplemented #Food Labelling Awareness Initiative. Supplemented foods are prepackaged foods with one or more specific ingredients added for purposes other than nutrition https://www.canada.ca/en/health-canada/services/food-nutrition/supplemented-foods/labels.html #newregulation #healthcanada #canada #labelling #supplement",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1046,432,539,-3.25809653802148,6
"#DMV #TONIGHT #THURSDAYS @  ALICE ON #USTREET #DC #FUN VIBES #happyhour #karaoke #food 7-12A FREE #drinks #DCHappyHour #mastersdegree #dcfood #dcnightlife #dckaraoke #washingtondc #hbcu #dceats #party #birthdays #dcevents #HU #umd #bsu #howarduniversity karaokedc.com",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7446,670,1329,-4.45175997268856,25
"📌 Exclusive on #GanJingWorld   🥒🥗 Cucumber Salad - Asian Style - Fresh and Liverful  ▶︎▶︎ Watch full: https://www.ganjingworld.com/video/1f6fapff0g85B1JQOymKHGl2p1541c?utm_source=NTDdigital&utm_medium=Twitter&utm_campaign=PaidAds-2023&utm_term=tw&utm_content=GJWExclusiveEngagement #GanJingWorld #GJW #food #foodie #foodlover #salad #recipe #tasty #cooking #cookingtips #cookinghacks",10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2152,221,34,-1.70667337082356,12
"Eat like your life depends on it....because it does!  What you put in your mouth has everything to do with what goes on in your brain and body. https://buff.ly/2LVybb6 #health #mentalhealth #diet #food #microbiome #probiotic #nutrition #ThursdayThoughts #guthealth #Thursday",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,316848,6936,30030,-5.19438951589171,10
"The year in #food: These trends will help define 2024 https://article.wn.com/view/2023/12/14/The_year_in_food_These_trends_will_help_define_2024/",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,144488,5025,74903,-10.0907551906118,1
"Hey, I'm roenu, a #drumandbass lover, maker and shaker. I also love #pizza and #fondue, because #cheese is life. 🍕  We can talk #music, #food and #fun. Or just send me #memes and #gifs. I'm down for that. 😜",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,41,65,5,-2.98856378407538,9
"ARC Review up for Pass the Monster Meat, Milady, Vol.1 ★★★★ stars https://twirlingbookprincess.com/2023/12/review-for-pass-the-monster-meat-milady-vol-1/ #bookbloggers #blogging #bookreview #review #manga #food #romance #fantasy #monsters #booktwt #BookTwitter @Bloggernation @sincerelyessie #ITRTG @GoldenBloggerz",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,211321,1893,29642,-4.80158943259288,12
"🧑‍🍳CHEF'S DECEMBER SPECIALS🧑‍🍳  PORK BELLY AND SCALLOP  GRILLED GOATS CHEESE AND BEETROOT CARPACCIO  RODEO BURGER  ASIAN PORK LOIN  #bar #eatery #venue #food #menu #lunch #dinner #specials #chefsspecial #december",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,794,1253,686,-5.17897060891547,10
"Love jam. #food #cooking",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,693,3,394,-2.30258509299405,2
"Perishable Foods For Long-Term Storage https://www.timgamble.com/2023/12/perishable-foods-for-long-term-storage.html #prepper #survival #family #food #ccot",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3821,1836,220,-5.20522694348202,5
"🕊  #WokeUpTodayAndChooseViolence 😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂  You know it's good when you get halfway through it and think to yourself damn I want some more !  #Food 😂  What was you thinking about . . .",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7806,894,0,-5.53141124871541,2
"Shrimp 🍤 and Chicken Fries 🍟 homecookingvsfastfood.com #homecooking #homecookingvsfastfood #food #fastfood #foodie #yum #myfood #foodpics",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16213,549,15698,-4.91627100825657,8
"My family decided to put me on a diet. Here's a juicy chicken breast baked with vegetables. #food #diet #chickenbreast #vegetables",2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4517,237,2079,-3.16003532484527,4
"クリームシチューの季節です😋 今回はマッシュルームとチーズがたっぷり入っています🤤 見た目ではわかりにくいですが🤣  #おうちごはん #クリームシチュー #飯テロ #food #回してみた",1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4775,1519,2458,-3.11921333032501,5
"The best food with ""NO"" carbs, ""NO"" sugar Low carb, slow carb •Meat •Non-Sweet Fruit •Leafy Greens •Non-Starchy Vegetables •Berries •Nuts •Seeds •Fat & oils •Eggs •Dairy #Food #FitnessGoals #Wellness #HealthyLiving #HealthyEating",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,266,130,54,-2.70805020110221,5
"The best food with ""NO"" carbs, ""NO"" sugar •Seeds ◦Flax ◦Chia ◦Hemp ◦Pumpkin #Food #FitnessGoals #Wellness #HealthyLiving #HealthyEating",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,266,130,54,-2.70805020110221,5
"The best food with ""NO"" carbs, ""NO"" sugar •Fat & oils ◦Extra Virgin Olive Oil ◦Butter ◦Coconut Oil #Food #FitnessGoals #Wellness #HealthyLiving #HealthyEating",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,266,130,54,-3.11351530921037,5
"The best food with ""NO"" carbs, ""NO"" sugar •Nuts ◦Macadamia ◦Pecans ◦Walnuts ◦Almonds ◦Peanuts #Food #FitnessGoals #Wellness #HealthyLiving #HealthyEating",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,266,130,54,-2.70805020110221,5
"“My favorite F words are Food and Friday.” Happy Friday! What yummy foods are you looking forward to this weekend? #tgif #food #yum",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7847,4226,2335,-7.34890922949881,3
"Sweet and Sour Chicken and Noodles 🍜  homecookingvsfastfood.com #homecooking #homecookingvsfastfood #food #fastfood #foodie #yum #myfood #foodpics",2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16213,549,15698,-3.76230862450529,8
"Christmas scenes from Galway City... Oh how we love this place! ✨🎄🎡😍  📸 Irene Kiroplis Photography  📍 Galway, Ireland  #ChristmasMarket #Stalls #Fun #Food #Drinks #BeerTent #FerrisWheel #ChristmasLights #Magical #Winter #Galway #Ireland #VisitGalway",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4259,2787,2381,-7.88362030751867,13
"Continúa el cacheteo en el Rest de #badbunny #LaLa en el Mallo of #sanjuan Varios chef ya lo visitaron y nos imaginamos q no pagaron la cuenta. 😂 #puertorico #food #gourmet #TodoChileVotaAFavor #呪術廻戦",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,30157,128,23167,-6.89365635460264,8
"The Worst Alcohol for Hypertension By Stanislav Kondrashov #StanislavKondrashov #Art #Architecture #Food #Travel #Philanthropy #CurrentEvents #TELF_AG @RealKondrashov https://stanislavkondrashov.com/stanislav-kondrashov-blog/lifestyle/the-worst-alcohol-for-hypertension-by-stanislav-kondrashov/ via @RealKondrashov",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2123,213,1494,-5.29748368579946,8
"Don't know what to have for dinner tonight? It's Appy Thursday buy 2 get one free! Now you can get more options. Plus we'll have the Oilers game on, start time at 8pm.  #BostonPizza #BostonPizzanab #sports #food #appythursday #letsgooilers",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7213,1991,2678,-7.69256964806791,6
"#food",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,517,9,512,-4.46590811865458,1
"I always like to look back on feedback from previous workshops. Really motivates me and gives me drive. Reminds me why I do what i do 🫶🏻 #food #wellbeing #business #workshop #motivation @cosydirect @cosyfund @YMCADerbyshire @MidlandLead @colleaguebox",0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,944,198,483,-3.42751468997953,5
"Can you finish both 🤤🤤?  #wings #food #foodies #hungry #delicious",4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,840,3039,468,-1.20664036175972,5
"Prioritizing #agroecology - A vital step for Africa’s climate resilience and food security at #COP28 https://www.independent.co.ug/prioritizing-agroecology-a-vital-step-for-africas-climate-resilience-and-food-security-at-cop28/  and more from @Juliussigei on how #agroecology can help Kenya become more #climate-resilient, and #food-secure https://nation.africa/kenya/business/seeds-of-gold/agroecology-can-help-kenya-become-more-climate-resilient-food-secure-4449148",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10614,2155,337,-8.28273588020175,5
"#SYNTHETIC #molecules do not serve #mankind being in your #food or #medicine. Are you awake yet?  #truth #awake #ayay",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1260,28,22,-4.09988474259772,8
"Christmas Banana Leaf Rice for £10.99. Rice served with 3 vegetables and a choice of curry (chicken, mutton or dhal). 😋🍛  #peninsula #boxpark #food #foodie #london #londonfood #christmasfood #wembley #croydon #shoreditch #crystalpalace #victoria #streetfood",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,118,95,104,-2.77258872223978,13
"📌 Exclusive on #GanJingWorld  🍝 Homemade Pickled Tomatoes｜Cook Spaghetti With Oil-marinated Tomatoes.  ▶︎▶︎ Watch Full: https://ganjingworld.com/video/1ftes7jlk0k53bjV8Du4EoSbw17r1c?utm_source=NTDdigital&utm_medium=Twitter&utm_campaign=PaidAds-2023&utm_term=tw&utm_content=GJWExclusiveEngagement #GanJingWorld #GJW #food #foodie #FoodLover #spaghetti #recipe #tasty #cooking #CookingTips #CookingHacks #vlog",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2152,221,34,-4.36920556038273,13
"After Studio Session 🔥    #happy #peace #love #highlight #everyone #world #thanksgiving #fypシ゚viral #Respect #goviral #pop #gym #realestate #reaction #food #Update #hoodies #foryou #COVID19 #realty #foryou #jahkissmen #followers #feedback",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1071,236,104,-5.47855341685097,24
"🍝 Why you should NOT snap long pasta？  ▶︎▶︎ Check this out: https://www.ganjingworld.com/video/1fv3vpaiicq61FslndURRWQRO1hp1c?utm_source=NTDdigital&utm_medium=Twitter&utm_campaign=PaidAds-2023&utm_term=tw&utm_content=GJWExclusiveEngagement #GanJingWorld #GJW #food #foodie #cooking #recipe #tasty",23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2152,221,34,-0.842704319520646,7
"Discover the joy of dining with Sharpgrab - sign up now and receive a fantastic $5 wallet credit! And guess what? No service fees, just pure satisfaction with every order.   Sharpgrab, Connecting you to your cravings😋  #SharpGrab #cravings #food #foodappcanada #canada #foodie",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28,0,22,-6.84374994900622,6
"The crunchy outer layer, perfect combination of meat and shrimp filling, paired with a special dipping sauce - Have you tried this Vietnamese Banh Xeo dish yet? #food #banhxeo #banhxeovietnam #vietnamfood",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,139,24,1.15976671182144,4
"Gnamm💗 #pokescuse #poke #food",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,54,92,47,-4.91265488573605,3
"Have really enjoyed teaching the #archaeology of #food this semester to the #undergraduates. Today was final practical and we made experimental food lumps that will be charred and then analysed for #archaeobotany and #archaeochemistry as part of a larger project @ArchaeologySnu",1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4506,3281,1199,-3.74496892076498,5
"In attesa dell'arrivo del #Natale scopriamo i #dolci tipici siciliani natalizi che non possono mancare sulle tavole..https://www.siciliapreziosa.it/feste-e-tradizioni/natale-in-sicilia-dolci-tipici-siciliani-natalizi/ #Natale2023 #dolce #Christmastime #Sicilia #Sicily #foodlover #Food #Foodie #feste #dicembre",1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4088,260,3065,-4.99640113406843,12
"Yesterday there was a food truck in front of the mall. My opportunity to have this delicious bacon smash burger. homecookingvsfastfood.com #homecooking #food #recipes #foodie #foodlover #cooking #homecookingvsfastfood",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16213,549,15698,-7.75437433760697,7
"Cooking Tips from the Middle Ages https://www.medievalists.net/2023/12/cooking-tips-middle-ages/ #cooking #food #eating",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,42646,4010,6377,-7.76342277792778,3
"RAINBOW PRODUCTIONS PRESENTS THE FIRST GIRL PARTY OF 2024, AT THE CRAZY COUNTRY CLUB - FRIDAY JANUARY 12th AT  8:00 PM! #lesbian #lesbians #lgbt #lgbtq #clubs #party #loveislove #music #dancing #food #drinks #nightclub #hawleypa #poconos #scranton #newyork #Easton #Lackawanna",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,11667,917,3109,-4.75984021145154,18
"#Climate-friendly #food systems: If we start by attending to #values such as equity, empowerment, and respect and reciprocity with the #natural world — we will better see the long-term transformative potential of #solutions we already have. https://resilience.us1.list-manage.com/track/click?u=311db31977054c5ef58219392&id=a84411d27e&e=de5c5218a4",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,216779,5391,293,-8.57376254290413,5
"👛 The State of #Fashion 2024: Finding pockets of #growth as #uncertainty reigns   By @McKinsey  and @BoF   HT: @bimedotcom #Fashion #FashionTech #DigitalFashion #Economy #TechTrends #Food #ConsumerInsight #LuxuryGoods #CES #Investment #Travel #Outdoors #Sports   👉https://mck.co/3g11Kph   👛 As a whole, the #fashionindustry is predicted to achieve year-on-year #retail #sales growth of between 2 percent and 4 percent in the year ahead.  👛 #Macroeconomic, #geopolitical as well as #climate-crisis pressures will challenge the industry’s growth, with more than 50 percent of fashion executives surveyed planning to raise prices to bolster their businesses.  👛Surveyed leaders identify #GenerativeAI #sustainability and #travel as offering pockets of opportunity for #growth and #innovation in 2024  CC: @BetaMoroney @efipm @GlenGilmore @drsharwood @AkwyZ @PawlowskiMario @IanLJones98 @mvollmer1 @CurieuxExplorer @Fabriziobustama @anand_narang @Khulood_Almani @Analytics_699 @ingliguori @sonu_monika @theomitsa @enricomolinari @JBarbosaPR @gvalan @AlbertoEMachado @FrRonconi @pettet50 @Hana_ElSayyed @FrRonconi @Eli_Krumova @labordeolivier @jeancayeux @TravelFoodiesTV @HakomTimeSeries @SwissCognitive",0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,100409,6241,4866,-6.74343079888984,27
"The Maldives is many peoples' dream destination – but this resort in Thailand is way better in my opinion  #Travel #TravelNews #Holidays #Thailand #Luxury #Hotels #Trisara #Phuket #LuxuryHotels #Food #Beaches https://www.dailystar.co.uk/travel/travel-news/i-stayed-1k-night-luxury-31667421",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1113222,3871,749889,-11.6626162140754,11
"📣 New Podcast! ""Ep.439 - Griswold's Family Christmas!/I just got done eating my pizza and taking my night meds."" on @Spreaker #animals #beverlydangelo #celebrities #chevychase #christmas #comedy #entertainment #family #food #fun #holidays #inlaws https://www.spreaker.com/user/9554618/1214-t4gu3T",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,257,16,35,-4.61512051684126,12
"Come out for Supper or a Drink at @restopalme. Music by @djblaster.  . #Restaurant #RestoPalme #Food #Drinks #djblaster #montreal #likeforlikes #music #blogpost #instadaily #insta #instablog #marketing #likes #followme #wwwdjblastercom #Dj #Yuuuuuuuuuup",1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,99219,737,24092,-5.52299819718113,18
"Top Architecture and Design Controversies of 2023 By Stanislav Kondrashov #StanislavKondrashov #Art #Architecture #Food #Travel #Philanthropy #CurrentEvents #TELF_AG @RealKondrashov https://stanislavkondrashov.org/blog/architecture/top-architecture-and-design-controversies-of-2023-by-stanislav-kondrashov/ via @RealKondrashov",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2123,213,1494,-6.39609597446757,8
